date,Consumption,reduced_temp,holiday_val(as_factor),weekday(as_factor),lock_down(as_factor),covid_severity,sunlight_time_minutes,production_capacity_rate,price_of_electricity,laborforce,unemployment,export,import,di
2017-01-01,623400.329,-11.830379668208302,1,7.0,0,0.0,558,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-02,751052.6005,-7.65583376666667,0,1.0,0,0.0,558,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-03,784007.3684,-7.59807023054167,0,2.0,0,0.0,559,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-04,796581.9496,-0.7089870785833331,0,3.0,0,0.0,560,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-05,787799.5174,10.210828235291698,0,4.0,0,0.0,561,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-06,765935.4572,11.9315103035833,0,5.0,0,0.0,562,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-07,732640.4516,-0.6995870217916671,0,6.0,0,0.0,563,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-08,681312.3863,-7.72599780466667,0,7.0,0,0.0,564,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-09,784143.5851,-13.0119280950833,0,1.0,0,0.0,565,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-10,799766.9116,-4.952981645875,0,2.0,0,0.0,567,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-11,788201.085,1.0142910805,0,3.0,0,0.0,568,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-12,791501.0677,2.42612832620833,0,4.0,0,0.0,569,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-13,785113.9895,-2.73028152045833,0,5.0,0,0.0,570,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-14,747621.6648,1.55391121595833,0,6.0,0,0.0,573,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-15,676118.1735,5.32545131625,0,7.0,0,0.0,574,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-16,775969.7453,9.290675144,0,1.0,0,0.0,576,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-17,780892.5681,10.311960172458301,0,2.0,0,0.0,577,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-18,777618.6154,9.242822058916671,0,3.0,0,0.0,579,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-19,781597.9596,7.31599791858333,0,4.0,0,0.0,580,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-20,782493.1115,4.82244115491667,0,5.0,0,0.0,582,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-21,745628.1205,0.7316314148749999,0,6.0,0,0.0,584,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-22,671953.5581,-2.39967681566667,0,7.0,0,0.0,586,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-23,773807.3787,-0.27576592004166606,0,1.0,0,0.0,588,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-24,794345.3951,4.56584039608333,0,2.0,0,0.0,589,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-25,803036.3246,5.305697055,0,3.0,0,0.0,591,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-26,809470.5787,0.637078874375,0,4.0,0,0.0,594,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-27,810258.4581,-10.387301957,0,5.0,0,0.0,596,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-28,763016.2219,-12.531532525125,0,6.0,0,0.0,598,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-29,679719.9513,-10.432797901499999,0,7.0,0,0.0,599,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-30,795492.7123,-6.956208129249999,0,1.0,0,0.0,602,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-01-31,810189.4036,-12.91365657825,0,2.0,0,0.0,604,77.0,317.1,51.5,13.0,12101.0,15336.0,241.0
2017-02-01,808880.266,-12.2240241165833,0,3.0,0,0.0,606,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-02,804953.2074,-4.9154429941666695,0,4.0,0,0.0,608,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-03,789072.8854,3.15315047020833,0,5.0,0,0.0,611,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-04,749330.8265,10.550158781875,0,6.0,0,0.0,613,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-05,678749.7153,13.932641016875,0,7.0,0,0.0,615,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-06,762323.6837,16.358347968958302,0,1.0,0,0.0,617,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-07,764028.5970000001,16.8075072434167,0,2.0,0,0.0,621,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-08,768892.8813,16.808940971916698,0,3.0,0,0.0,623,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-09,780912.5471,13.925464523499999,0,4.0,0,0.0,625,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-10,776373.3333,11.882104474875,0,5.0,0,0.0,627,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-11,749705.5958,8.89273863808333,0,6.0,0,0.0,630,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-12,682330.7629,2.92494382916667,0,7.0,0,0.0,633,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-13,788342.6485,-3.12352224875,0,1.0,0,0.0,635,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-14,807851.5938,-6.30279251454167,0,2.0,0,0.0,637,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-15,816946.6877,-4.759263695541669,0,3.0,0,0.0,639,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-16,816531.345,-3.201144226375,0,4.0,0,0.0,643,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-17,795914.3173,-1.3460156651666697,0,5.0,0,0.0,645,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-18,756845.8122,6.76072035475,0,6.0,0,0.0,648,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-19,678518.2279,11.861232683541699,0,7.0,0,0.0,650,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-20,768358.1479999999,12.9950008825417,0,1.0,0,0.0,653,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-21,775249.3557,13.600423875208302,0,2.0,0,0.0,656,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-22,776283.9749,14.0538700200417,0,3.0,0,0.0,658,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-23,766286.9058,16.806209624875,0,4.0,0,0.0,661,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-24,758806.4193,18.2591830715833,0,5.0,0,0.0,663,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-25,730370.3098,19.0157415808333,0,6.0,0,0.0,666,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-26,667863.6496,19.441424465625,0,7.0,0,0.0,669,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-27,749783.8394,21.509447424,0,1.0,0,0.0,672,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-02-28,757618.4369,24.527088704,0,2.0,0,0.0,674,76.8,320.49,51.8,44359.0,12984.0,15504.0,187.0
2017-03-01,737262.3929,26.097016436875,0,3.0,0,0.0,677,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-02,748329.6148,21.820829424791697,0,4.0,0,0.0,679,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-03,745437.3048,19.728146943875,0,5.0,0,0.0,682,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-04,710425.7108,18.8578777695,0,6.0,0,0.0,685,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-05,638663.3518,18.808565227375,0,7.0,0,0.0,688,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-06,712865.1426,23.415213647916698,0,1.0,0,0.0,690,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-07,722718.3754,24.9953788760417,0,2.0,0,0.0,693,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-08,731304.6678,24.6565185134167,0,3.0,0,0.0,696,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-09,739938.1953,26.0199207218333,0,4.0,0,0.0,698,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-10,731780.1146,23.88791843875,0,5.0,0,0.0,701,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-11,710991.3244,20.564317104,0,6.0,0,0.0,704,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-12,647342.6028,17.798339931333302,0,7.0,0,0.0,706,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-13,739475.4615,17.012117553375003,0,1.0,0,0.0,710,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-14,769558.1959,11.9910238419167,0,2.0,0,0.0,712,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-15,767247.6131,10.2994161029167,0,3.0,0,0.0,715,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-16,762329.4029999999,11.03590975875,0,4.0,0,0.0,718,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-17,770938.4981,9.88623283125,0,5.0,0,0.0,720,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-18,723690.6982,9.00812079583334,0,6.0,0,0.0,723,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-19,645087.6409,17.2727099029583,0,7.0,0,0.0,726,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-20,722041.0453,21.0361442086667,0,1.0,0,0.0,728,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-21,729711.1481,25.725376473583303,0,2.0,0,0.0,731,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-22,732948.9288,25.560760158583303,0,3.0,0,0.0,734,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-23,732059.4503,22.992356064000003,0,4.0,0,0.0,736,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-24,722519.1279,24.844478759375,0,5.0,0,0.0,739,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-25,690901.7644,28.911047277083302,0,6.0,0,0.0,743,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-26,624283.2235,29.60242206625,0,7.0,0,0.0,745,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-27,717659.3605,23.792746160833303,0,1.0,0,0.0,748,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-28,725072.0229,20.26389693125,0,2.0,0,0.0,751,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-29,721178.6827,26.0055584775,0,3.0,0,0.0,754,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-30,715306.8888,29.69952188375,0,4.0,0,0.0,756,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-03-31,720604.9753,25.828880835416697,0,5.0,0,0.0,759,76.7,320.39,52.2,44388.0,15554.0,18502.0,409.0
2017-04-01,689203.2001,23.509692419583303,0,6.0,0,0.0,761,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-02,621613.3123,25.2715758466667,0,7.0,0,0.0,764,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-03,702554.8761,29.53704974875,0,1.0,0,0.0,767,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-04,717959.8724,33.9283673808333,0,2.0,0,0.0,769,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-05,713488.3552,36.08618381125,0,3.0,0,0.0,772,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-06,716090.0606,33.608492442,0,4.0,0,0.0,775,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-07,717370.2348,28.9457554295833,0,5.0,0,0.0,777,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-08,695739.9913,22.1160656516667,0,6.0,0,0.0,780,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-09,632673.0989,18.9728074195833,0,7.0,0,0.0,783,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-10,714737.9983,18.87627006375,0,1.0,0,0.0,786,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-11,724182.4994,23.94359213,0,2.0,0,0.0,789,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-12,726127.5029,29.0988406475,0,3.0,0,0.0,791,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-13,729708.4108,27.96616020625,0,4.0,0,0.0,794,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-14,711495.1069,30.362126617916697,0,5.0,0,0.0,796,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-15,678550.0094,33.12227823375,0,6.0,0,0.0,799,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-16,592069.6949,35.3194165370833,0,7.0,0,0.0,802,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-17,680481.5702,33.60497813,0,1.0,0,0.0,804,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-18,717401.7025,27.818261846666697,0,2.0,0,0.0,807,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-19,712114.7122,29.59172073,0,3.0,0,0.0,809,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-20,709390.8576,34.9649771375,0,4.0,0,0.0,812,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-21,715766.6404,28.856279367666698,0,5.0,0,0.0,814,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-22,689321.2148,28.381361879166697,0,6.0,0,0.0,816,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-23,611800.0076,22.6523420366667,2,7.0,0,0.0,819,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-24,712547.1019,22.6863313395833,0,1.0,0,0.0,821,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-25,727479.1461,26.613659231750002,0,2.0,0,0.0,824,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-26,725495.9058,33.454414189583304,0,3.0,0,0.0,827,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-27,723424.6547,39.6244660591667,0,4.0,0,0.0,830,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-28,722092.7731,43.530796797083305,0,5.0,0,0.0,832,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-29,698032.9354,46.3240868629167,0,6.0,0,0.0,834,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-04-30,628832.3811,48.1497292454167,0,7.0,0,0.0,837,78.4,318.93,52.7,44326.0,13727.0,17057.0,403.0
2017-05-01,629492.6309,45.3107583525,2,1.0,0,0.0,839,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-02,703941.6017,42.5098709554167,0,2.0,0,0.0,841,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-03,724167.4051,43.225248714166696,0,3.0,0,0.0,843,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-04,733113.181,43.8777623991667,0,4.0,0,0.0,846,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-05,722421.6874,44.7325394729167,0,5.0,0,0.0,848,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-06,692406.7523,42.206465903333296,0,6.0,0,0.0,850,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-07,619225.1328,38.399345344166704,0,7.0,0,0.0,852,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-08,705246.8901,43.407333094166695,0,1.0,0,0.0,854,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-09,720423.1884,45.8715125558333,0,2.0,0,0.0,857,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-10,723931.855,43.942608969583304,0,3.0,0,0.0,859,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-11,734409.7786,40.533936236666705,0,4.0,0,0.0,861,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-12,734185.4435,46.8817466425,0,5.0,0,0.0,863,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-13,711661.0178,55.4168661095833,0,6.0,0,0.0,865,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-14,638366.2584,54.768203333333304,0,7.0,0,0.0,867,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-15,727098.95,45.4149187641667,0,1.0,0,0.0,869,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-16,741425.8004,42.657326766666706,0,2.0,0,0.0,871,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-17,743806.7554,42.80756308,0,3.0,0,0.0,873,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-18,733850.5286,42.399454342083295,0,4.0,0,0.0,875,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-19,669317.4303,36.285503754583296,2,5.0,0,0.0,876,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-20,653105.2512,33.96891782,0,6.0,0,0.0,878,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-21,612399.0784,36.419791245,0,7.0,0,0.0,880,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-22,704172.2657,34.4555765834167,0,1.0,0,0.0,882,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-23,716703.3866,36.4371036395833,0,2.0,0,0.0,884,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-24,707361.9845,39.120795427916704,0,3.0,0,0.0,885,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-25,716243.1088,43.72525427375,0,4.0,0,0.0,886,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-26,714269.2565,44.0348441833333,0,5.0,0,0.0,888,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-27,678897.8142,41.772466251583296,0,6.0,0,0.0,889,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-28,611491.4068,42.112610480875,0,7.0,0,0.0,891,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-29,687810.3174,43.55432448570829,0,1.0,0,0.0,892,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-30,705562.9873,42.2678721575,0,2.0,0,0.0,893,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-05-31,706213.5318,43.133771374750005,0,3.0,0,0.0,894,78.8,318.42,53.0,44237.0,14574.0,20381.0,226.0
2017-06-01,707156.5717,47.44568857350001,0,4.0,0,0.0,896,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-02,712254.1128,52.7393231179583,0,5.0,0,0.0,897,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-03,691892.4393,55.607171632916696,0,6.0,0,0.0,898,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-04,615163.831,56.2176101904167,0,7.0,0,0.0,899,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-05,696877.245,53.601432240833304,0,1.0,0,0.0,900,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-06,713688.1566,52.3565033666667,0,2.0,0,0.0,901,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-07,729792.0611,56.7595700945833,0,3.0,0,0.0,902,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-08,736542.6604,60.79420217375,0,4.0,0,0.0,903,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-09,724644.2594,55.5434203441667,0,5.0,0,0.0,903,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-10,690523.0849,49.4961481633333,0,6.0,0,0.0,904,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-11,627532.0018,51.335475280416695,0,7.0,0,0.0,905,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-12,714853.8865,53.4337161325,0,1.0,0,0.0,906,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-13,735759.9726,54.4036454233333,0,2.0,0,0.0,906,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-14,728042.559,52.7783504345833,0,3.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-15,739755.1822,54.3023822325,0,4.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-16,741282.3112,54.41431768125,0,5.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-17,714472.3804,55.0179580345833,0,6.0,0,0.0,908,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-18,649734.1294,50.081612140416695,0,7.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-19,715904.0989,45.9899796575,0,1.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-20,725266.1295,47.0110307579167,0,2.0,0,0.0,908,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-21,734454.9636,48.8582828270833,0,3.0,0,0.0,908,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-22,747118.0424,53.70199809625,0,4.0,0,0.0,908,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-23,737124.2494,58.0737265829167,0,5.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-24,630553.8797,62.23071757125,6,6.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-25,528521.0673,63.3662530245833,5,7.0,0,0.0,907,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-26,547574.0857,64.0830384275,5,1.0,0,0.0,906,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-27,590690.1338,65.64239045,5,2.0,0,0.0,906,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-28,757401.0755,66.61005528125,0,3.0,0,0.0,906,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-29,818319.5367,68.23600641375,0,4.0,0,0.0,905,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-06-30,837116.2659,73.037256846,0,5.0,0,0.0,905,79.0,318.2,53.4,44237.0,14057.0,18741.0,233.0
2017-07-01,817464.7859,73.5886502327083,0,6.0,0,0.0,904,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-02,764768.5221,74.8204162187917,0,7.0,0,0.0,904,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-03,876718.7394,74.6091180009583,0,1.0,0,0.0,903,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-04,865643.4368,65.1346733620833,0,2.0,0,0.0,903,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-05,858920.2832,60.9262542295833,0,3.0,0,0.0,901,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-06,862007.3491,60.2077686254167,0,4.0,0,0.0,900,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-07,851652.8526,59.4228777941667,0,5.0,0,0.0,900,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-08,810396.2095,58.2203258341667,0,6.0,0,0.0,898,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-09,736591.3706,62.3387214183333,0,7.0,0,0.0,898,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-10,855783.4661,65.4651585370833,0,1.0,0,0.0,897,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-11,883005.7683,66.40612802,0,2.0,0,0.0,895,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-12,890012.9769,67.8077529875,0,3.0,0,0.0,894,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-13,897236.0914,69.0993923758333,0,4.0,0,0.0,893,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-14,894853.1681,67.5788252166667,0,5.0,0,0.0,892,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-15,810749.3335,65.6632039166667,2,6.0,0,0.0,890,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-16,752894.0602,64.6024949879167,0,7.0,0,0.0,888,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-17,864050.5206,65.42996399875,0,1.0,0,0.0,887,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-18,862409.0324,62.64570466625,0,2.0,0,0.0,886,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-19,868690.8412,61.317681244875004,0,3.0,0,0.0,884,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-20,873299.5458,61.8409155634583,0,4.0,0,0.0,883,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-21,876214.9045,64.48514084825,0,5.0,0,0.0,881,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-22,841398.6906,65.42774365925,0,6.0,0,0.0,879,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-23,759243.7856,66.354739403625,0,7.0,0,0.0,877,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-24,872354.8238,67.18968312212499,0,1.0,0,0.0,875,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-25,899262.5298,69.6999970847083,0,2.0,0,0.0,874,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-26,916690.0256,72.6924667633333,0,3.0,0,0.0,872,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-27,902526.3668,70.33367005475,0,4.0,0,0.0,870,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-28,867885.9988,60.3163936178333,0,5.0,0,0.0,868,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-29,828454.4643,60.3012157517083,0,6.0,0,0.0,866,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
2017-07-30,752343.6077,63.640897652416704,0,7.0,0,0.0,864,78.7,318.03,53.7,44387.0,13573.0,20926.0,-249.0
